ticket_id,description,category,resolution
INC-400158,a desktop workstation for a finance analyst shows a blue screen error,Endpoint,Roll back the driver and re-run diagnostics on the device for a finance analyst
INC-400159,a desktop workstation for a shift supervisor shows a blue screen error,Endpoint,Roll back the driver and re-run diagnostics on the device for a shift supervisor
INC-400160,a desktop workstation for an IT administrator shows a blue screen error,Endpoint,Roll back the driver and re-run diagnostics on the device for an IT administrator
INC-400161,a mobile device for a new hire shows a blue screen error,Endpoint,Roll back the driver and re-run diagnostics on the device for a new hire
INC-400162,a mobile device for a field technician shows a blue screen error,Endpoint,Roll back the driver and re-run diagnostics on the device for a field technician
INC-400163,a mobile device for an executive shows a blue screen error,Endpoint,Roll back the driver and re-run diagnostics on the device for an executive
INC-400164,a mobile device for a warehouse operator shows a blue screen error,Endpoint,Roll back the driver and re-run diagnostics on the device for a warehouse operator
INC-400165,a mobile device for a remote employee shows a blue screen error,Endpoint,Roll back the driver and re-run diagnostics on the device for a remote employee
INC-400166,a mobile device for a contractor shows a blue screen error,Endpoint,Roll back the driver and re-run diagnostics on the device for a contractor
INC-400167,a mobile device for a support engineer shows a blue screen error,Endpoint,Roll back the driver and re-run diagnostics on the device for a support engineer
INC-400168,a mobile device for a finance analyst shows a blue screen error,Endpoint,Roll back the driver and re-run diagnostics on the device for a finance analyst
INC-400169,a mobile device for a shift supervisor shows a blue screen error,Endpoint,Roll back the driver and re-run diagnostics on the device for a shift supervisor
INC-400170,a mobile device for an IT administrator shows a blue screen error,Endpoint,Roll back the driver and re-run diagnostics on the device for an IT administrator
INC-400171,a VDI session client for a new hire shows a blue screen error,Endpoint,Roll back the driver and re-run diagnostics on the device for a new hire
INC-400172,a VDI session client for a field technician shows a blue screen error,Endpoint,Roll back the driver and re-run diagnostics on the device for a field technician
INC-400173,a VDI session client for an executive shows a blue screen error,Endpoint,Roll back the driver and re-run diagnostics on the device for an executive
INC-400174,a VDI session client for a warehouse operator shows a blue screen error,Endpoint,Roll back the driver and re-run diagnostics on the device for a warehouse operator
INC-400175,a VDI session client for a remote employee shows a blue screen error,Endpoint,Roll back the driver and re-run diagnostics on the device for a remote employee
INC-400176,a VDI session client for a contractor shows a blue screen error,Endpoint,Roll back the driver and re-run diagnostics on the device for a contractor
INC-400177,a VDI session client for a support engineer shows a blue screen error,Endpoint,Roll back the driver and re-run diagnostics on the device for a support engineer
INC-400178,a VDI session client for a finance analyst shows a blue screen error,Endpoint,Roll back the driver and re-run diagnostics on the device for a finance analyst
INC-400179,a VDI session client for a shift supervisor shows a blue screen error,Endpoint,Roll back the driver and re-run diagnostics on the device for a shift supervisor
INC-400180,a VDI session client for an IT administrator shows a blue screen error,Endpoint,Roll back the driver and re-run diagnostics on the device for an IT administrator
INC-400181,a point-of-sale terminal for a new hire shows a blue screen error,Endpoint,Roll back the driver and re-run diagnostics on the device for a new hire
INC-400182,a point-of-sale terminal for a field technician shows a blue screen error,Endpoint,Roll back the driver and re-run diagnostics on the device for a field technician
INC-400183,a point-of-sale terminal for an executive shows a blue screen error,Endpoint,Roll back the driver and re-run diagnostics on the device for an executive
INC-400184,a point-of-sale terminal for a warehouse operator shows a blue screen error,Endpoint,Roll back the driver and re-run diagnostics on the device for a warehouse operator
INC-400185,a point-of-sale terminal for a remote employee shows a blue screen error,Endpoint,Roll back the driver and re-run diagnostics on the device for a remote employee
INC-400186,a point-of-sale terminal for a contractor shows a blue screen error,Endpoint,Roll back the driver and re-run diagnostics on the device for a contractor
INC-400187,a point-of-sale terminal for a support engineer shows a blue screen error,Endpoint,Roll back the driver and re-run diagnostics on the device for a support engineer
INC-400188,a point-of-sale terminal for a finance analyst shows a blue screen error,Endpoint,Roll back the driver and re-run diagnostics on the device for a finance analyst
INC-400189,a point-of-sale terminal for a shift supervisor shows a blue screen error,Endpoint,Roll back the driver and re-run diagnostics on the device for a shift supervisor
INC-400190,a point-of-sale terminal for an IT administrator shows a blue screen error,Endpoint,Roll back the driver and re-run diagnostics on the device for an IT administrator
INC-400191,a field service tablet for a new hire shows a blue screen error,Endpoint,Roll back the driver and re-run diagnostics on the device for a new hire
INC-400192,a field service tablet for a field technician shows a blue screen error,Endpoint,Roll back the driver and re-run diagnostics on the device for a field technician
INC-400193,a field service tablet for an executive shows a blue screen error,Endpoint,Roll back the driver and re-run diagnostics on the device for an executive
INC-400194,a field service tablet for a warehouse operator shows a blue screen error,Endpoint,Roll back the driver and re-run diagnostics on the device for a warehouse operator
INC-400195,a field service tablet for a remote employee shows a blue screen error,Endpoint,Roll back the driver and re-run diagnostics on the device for a remote employee
INC-400196,a field service tablet for a contractor shows a blue screen error,Endpoint,Roll back the driver and re-run diagnostics on the device for a contractor
INC-2001,VPN disconnects every 10 minutes on Cisco AnyConnect,Network,Update Cisco AnyConnect client and rotate VPN profile
INC-2002,Remote users report high latency when connecting to data center,Network,Reroute traffic through secondary SD-WAN link
INC-2003,Office WiFi drops connection during Teams calls,Network,Adjust access point channel and upgrade controller firmware
INC-2004,DNS lookup failing for internal finance application,Network,Restore internal DNS zone record and flush resolver cache
INC-200001,a remote office user reports Cisco AnyConnect disconnecting every few minutes,Network,Update the client software and rotate the connection profile for Cisco AnyConnect
INC-200002,a branch office employee reports Cisco AnyConnect disconnecting every few minutes,Network,Update the client software and rotate the connection profile for Cisco AnyConnect
INC-200003,an analyst reports Cisco AnyConnect disconnecting every few minutes,Network,Update the client software and rotate the connection profile for Cisco AnyConnect
INC-200004,a new employee reports Cisco AnyConnect disconnecting every few minutes,Network,Update the client software and rotate the connection profile for Cisco AnyConnect
INC-200005,a warehouse worker reports Cisco AnyConnect disconnecting every few minutes,Network,Update the client software and rotate the connection profile for Cisco AnyConnect
INC-200006,an executive reports Cisco AnyConnect disconnecting every few minutes,Network,Update the client software and rotate the connection profile for Cisco AnyConnect
INC-200007,a night-shift operator reports Cisco AnyConnect disconnecting every few minutes,Network,Update the client software and rotate the connection profile for Cisco AnyConnect
INC-200008,a field technician reports Cisco AnyConnect disconnecting every few minutes,Network,Update the client software and rotate the connection profile for Cisco AnyConnect
INC-200009,a contractor reports Cisco AnyConnect disconnecting every few minutes,Network,Update the client software and rotate the connection profile for Cisco AnyConnect
INC-200010,a support engineer reports Cisco AnyConnect disconnecting every few minutes,Network,Update the client software and rotate the connection profile for Cisco AnyConnect
INC-200011,a remote office user reports Palo Alto GlobalProtect disconnecting every few minutes,Network,Update the client software and rotate the connection profile for Palo Alto GlobalProtect
INC-200012,a branch office employee reports Palo Alto GlobalProtect disconnecting every few minutes,Network,Update the client software and rotate the connection profile for Palo Alto GlobalProtect
INC-200013,an analyst reports Palo Alto GlobalProtect disconnecting every few minutes,Network,Update the client software and rotate the connection profile for Palo Alto GlobalProtect
INC-200014,a new employee reports Palo Alto GlobalProtect disconnecting every few minutes,Network,Update the client software and rotate the connection profile for Palo Alto GlobalProtect
INC-200015,a warehouse worker reports Palo Alto GlobalProtect disconnecting every few minutes,Network,Update the client software and rotate the connection profile for Palo Alto GlobalProtect
INC-200016,an executive reports Palo Alto GlobalProtect disconnecting every few minutes,Network,Update the client software and rotate the connection profile for Palo Alto GlobalProtect
INC-200017,a night-shift operator reports Palo Alto GlobalProtect disconnecting every few minutes,Network,Update the client software and rotate the connection profile for Palo Alto GlobalProtect
INC-200018,a field technician reports Palo Alto GlobalProtect disconnecting every few minutes,Network,Update the client software and rotate the connection profile for Palo Alto GlobalProtect
INC-200019,a contractor reports Palo Alto GlobalProtect disconnecting every few minutes,Network,Update the client software and rotate the connection profile for Palo Alto GlobalProtect
INC-200020,a support engineer reports Palo Alto GlobalProtect disconnecting every few minutes,Network,Update the client software and rotate the connection profile for Palo Alto GlobalProtect
INC-200021,a remote office user reports the SD-WAN link disconnecting every few minutes,Network,Update the client software and rotate the connection profile for the SD-WAN link
INC-200022,a branch office employee reports the SD-WAN link disconnecting every few minutes,Network,Update the client software and rotate the connection profile for the SD-WAN link
INC-200023,an analyst reports the SD-WAN link disconnecting every few minutes,Network,Update the client software and rotate the connection profile for the SD-WAN link
INC-200024,a new employee reports the SD-WAN link disconnecting every few minutes,Network,Update the client software and rotate the connection profile for the SD-WAN link
INC-200025,a warehouse worker reports the SD-WAN link disconnecting every few minutes,Network,Update the client software and rotate the connection profile for the SD-WAN link
INC-200026,an executive reports the SD-WAN link disconnecting every few minutes,Network,Update the client software and rotate the connection profile for the SD-WAN link
INC-200027,a night-shift operator reports the SD-WAN link disconnecting every few minutes,Network,Update the client software and rotate the connection profile for the SD-WAN link
INC-200028,a field technician reports the SD-WAN link disconnecting every few minutes,Network,Update the client software and rotate the connection profile for the SD-WAN link
INC-200029,a contractor reports the SD-WAN link disconnecting every few minutes,Network,Update the client software and rotate the connection profile for the SD-WAN link
INC-200030,a support engineer reports the SD-WAN link disconnecting every few minutes,Network,Update the client software and rotate the connection profile for the SD-WAN link
INC-200031,a remote office user reports the office WiFi disconnecting every few minutes,Network,Update the client software and rotate the connection profile for the office WiFi
INC-200032,a branch office employee reports the office WiFi disconnecting every few minutes,Network,Update the client software and rotate the connection profile for the office WiFi
INC-200033,an analyst reports the office WiFi disconnecting every few minutes,Network,Update the client software and rotate the connection profile for the office WiFi
INC-200034,a new employee reports the office WiFi disconnecting every few minutes,Network,Update the client software and rotate the connection profile for the office WiFi
INC-200035,a warehouse worker reports the office WiFi disconnecting every few minutes,Network,Update the client software and rotate the connection profile for the office WiFi
INC-200036,an executive reports the office WiFi disconnecting every few minutes,Network,Update the client software and rotate the connection profile for the office WiFi
INC-200037,a night-shift operator reports the office WiFi disconnecting every few minutes,Network,Update the client software and rotate the connection profile for the office WiFi
INC-200038,a field technician reports the office WiFi disconnecting every few minutes,Network,Update the client software and rotate the connection profile for the office WiFi
INC-200039,a contractor reports the office WiFi disconnecting every few minutes,Network,Update the client software and rotate the connection profile for the office WiFi
INC-200040,a support engineer reports the office WiFi disconnecting every few minutes,Network,Update the client software and rotate the connection profile for the office WiFi
INC-200041,a remote office user reports the branch office firewall disconnecting every few minutes,Network,Update the client software and rotate the connection profile for the branch office firewall
INC-200042,a branch office employee reports the branch office firewall disconnecting every few minutes,Network,Update the client software and rotate the connection profile for the branch office firewall
INC-200043,an analyst reports the branch office firewall disconnecting every few minutes,Network,Update the client software and rotate the connection profile for the branch office firewall
INC-200044,a new employee reports the branch office firewall disconnecting every few minutes,Network,Update the client software and rotate the connection profile for the branch office firewall
INC-200045,a warehouse worker reports the branch office firewall disconnecting every few minutes,Network,Update the client software and rotate the connection profile for the branch office firewall
INC-200046,an executive reports the branch office firewall disconnecting every few minutes,Network,Update the client software and rotate the connection profile for the branch office firewall
INC-200047,a night-shift operator reports the branch office firewall disconnecting every few minutes,Network,Update the client software and rotate the connection profile for the branch office firewall
INC-200048,a field technician reports the branch office firewall disconnecting every few minutes,Network,Update the client software and rotate the connection profile for the branch office firewall
INC-200049,a contractor reports the branch office firewall disconnecting every few minutes,Network,Update the client software and rotate the connection profile for the branch office firewall
INC-200050,a support engineer reports the branch office firewall disconnecting every few minutes,Network,Update the client software and rotate the connection profile for the branch office firewall
INC-200051,a remote office user reports the VPN gateway disconnecting every few minutes,Network,Update the client software and rotate the connection profile for the VPN gateway
INC-200052,a branch office employee reports the VPN gateway disconnecting every few minutes,Network,Update the client software and rotate the connection profile for the VPN gateway
INC-200053,an analyst reports the VPN gateway disconnecting every few minutes,Network,Update the client software and rotate the connection profile for the VPN gateway
INC-200054,a new employee reports the VPN gateway disconnecting every few minutes,Network,Update the client software and rotate the connection profile for the VPN gateway
INC-200055,a warehouse worker reports the VPN gateway disconnecting every few minutes,Network,Update the client software and rotate the connection profile for the VPN gateway
INC-200056,an executive reports the VPN gateway disconnecting every few minutes,Network,Update the client software and rotate the connection profile for the VPN gateway
INC-200057,a night-shift operator reports the VPN gateway disconnecting every few minutes,Network,Update the client software and rotate the connection profile for the VPN gateway
INC-200058,a field technician reports the VPN gateway disconnecting every few minutes,Network,Update the client software and rotate the connection profile for the VPN gateway
INC-200059,a contractor reports the VPN gateway disconnecting every few minutes,Network,Update the client software and rotate the connection profile for the VPN gateway
INC-200060,a support engineer reports the VPN gateway disconnecting every few minutes,Network,Update the client software and rotate the connection profile for the VPN gateway
INC-200061,a remote office user reports the load balancer disconnecting every few minutes,Network,Update the client software and rotate the connection profile for the load balancer
INC-200062,a branch office employee reports the load balancer disconnecting every few minutes,Network,Update the client software and rotate the connection profile for the load balancer
INC-200063,an analyst reports the load balancer disconnecting every few minutes,Network,Update the client software and rotate the connection profile for the load balancer
INC-200064,a new employee reports the load balancer disconnecting every few minutes,Network,Update the client software and rotate the connection profile for the load balancer
INC-200065,a warehouse worker reports the load balancer disconnecting every few minutes,Network,Update the client software and rotate the connection profile for the load balancer
INC-200066,an executive reports the load balancer disconnecting every few minutes,Network,Update the client software and rotate the connection profile for the load balancer
INC-200067,a night-shift operator reports the load balancer disconnecting every few minutes,Network,Update the client software and rotate the connection profile for the load balancer
INC-200068,a field technician reports the load balancer disconnecting every few minutes,Network,Update the client software and rotate the connection profile for the load balancer
INC-200069,a contractor reports the load balancer disconnecting every few minutes,Network,Update the client software and rotate the connection profile for the load balancer
INC-200070,a support engineer reports the load balancer disconnecting every few minutes,Network,Update the client software and rotate the connection profile for the load balancer
INC-200071,a remote office user reports the DNS resolver disconnecting every few minutes,Network,Update the client software and rotate the connection profile for the DNS resolver
INC-200072,a branch office employee reports the DNS resolver disconnecting every few minutes,Network,Update the client software and rotate the connection profile for the DNS resolver
INC-200073,an analyst reports the DNS resolver disconnecting every few minutes,Network,Update the client software and rotate the connection profile for the DNS resolver
INC-200074,a new employee reports the DNS resolver disconnecting every few minutes,Network,Update the client software and rotate the connection profile for the DNS resolver
INC-200075,a warehouse worker reports the DNS resolver disconnecting every few minutes,Network,Update the client software and rotate the connection profile for the DNS resolver
INC-200076,an executive reports the DNS resolver disconnecting every few minutes,Network,Update the client software and rotate the connection profile for the DNS resolver
INC-200077,a night-shift operator reports the DNS resolver disconnecting every few minutes,Network,Update the client software and rotate the connection profile for the DNS resolver
INC-200078,a field technician reports the DNS resolver disconnecting every few minutes,Network,Update the client software and rotate the connection profile for the DNS resolver
INC-200079,a contractor reports the DNS resolver disconnecting every few minutes,Network,Update the client software and rotate the connection profile for the DNS resolver
INC-200080,a support engineer reports the DNS resolver disconnecting every few minutes,Network,Update the client software and rotate the connection profile for the DNS resolver
INC-200081,a remote office user reports the proxy server disconnecting every few minutes,Network,Update the client software and rotate the connection profile for the proxy server
INC-200082,a branch office employee reports the proxy server disconnecting every few minutes,Network,Update the client software and rotate the connection profile for the proxy server
INC-200083,an analyst reports the proxy server disconnecting every few minutes,Network,Update the client software and rotate the connection profile for the proxy server
INC-200084,a new employee reports the proxy server disconnecting every few minutes,Network,Update the client software and rotate the connection profile for the proxy server
INC-200085,a warehouse worker reports the proxy server disconnecting every few minutes,Network,Update the client software and rotate the connection profile for the proxy server
INC-200086,an executive reports the proxy server disconnecting every few minutes,Network,Update the client software and rotate the connection profile for the proxy server
INC-200087,a night-shift operator reports the proxy server disconnecting every few minutes,Network,Update the client software and rotate the connection profile for the proxy server
INC-200088,a field technician reports the proxy server disconnecting every few minutes,Network,Update the client software and rotate the connection profile for the proxy server
INC-200089,a contractor reports the proxy server disconnecting every few minutes,Network,Update the client software and rotate the connection profile for the proxy server
INC-200090,a support engineer reports the proxy server disconnecting every few minutes,Network,Update the client software and rotate the connection profile for the proxy server
INC-200091,a remote office user reports the MPLS circuit disconnecting every few minutes,Network,Update the client software and rotate the connection profile for the MPLS circuit
INC-200092,a branch office employee reports the MPLS circuit disconnecting every few minutes,Network,Update the client software and rotate the connection profile for the MPLS circuit
INC-200093,an analyst reports the MPLS circuit disconnecting every few minutes,Network,Update the client software and rotate the connection profile for the MPLS circuit
INC-200094,a new employee reports the MPLS circuit disconnecting every few minutes,Network,Update the client software and rotate the connection profile for the MPLS circuit
INC-200095,a warehouse worker reports the MPLS circuit disconnecting every few minutes,Network,Update the client software and rotate the connection profile for the MPLS circuit
INC-200096,an executive reports the MPLS circuit disconnecting every few minutes,Network,Update the client software and rotate the connection profile for the MPLS circuit
INC-200097,a night-shift operator reports the MPLS circuit disconnecting every few minutes,Network,Update the client software and rotate the connection profile for the MPLS circuit
INC-200098,a field technician reports the MPLS circuit disconnecting every few minutes,Network,Update the client software and rotate the connection profile for the MPLS circuit
INC-200099,a contractor reports the MPLS circuit disconnecting every few minutes,Network,Update the client software and rotate the connection profile for the MPLS circuit
INC-200100,a support engineer reports the MPLS circuit disconnecting every few minutes,Network,Update the client software and rotate the connection profile for the MPLS circuit
INC-200101,a remote office user reports Zscaler disconnecting every few minutes,Network,Update the client software and rotate the connection profile for Zscaler
INC-200102,a branch office employee reports Zscaler disconnecting every few minutes,Network,Update the client software and rotate the connection profile for Zscaler
INC-200103,an analyst reports Zscaler disconnecting every few minutes,Network,Update the client software and rotate the connection profile for Zscaler
INC-200104,a new employee reports Zscaler disconnecting every few minutes,Network,Update the client software and rotate the connection profile for Zscaler
INC-200105,a warehouse worker reports Zscaler disconnecting every few minutes,Network,Update the client software and rotate the connection profile for Zscaler
INC-200106,an executive reports Zscaler disconnecting every few minutes,Network,Update the client software and rotate the connection profile for Zscaler
INC-200107,a night-shift operator reports Zscaler disconnecting every few minutes,Network,Update the client software and rotate the connection profile for Zscaler
INC-200108,a field technician reports Zscaler disconnecting every few minutes,Network,Update the client software and rotate the connection profile for Zscaler
INC-200109,a contractor reports Zscaler disconnecting every few minutes,Network,Update the client software and rotate the connection profile for Zscaler
INC-200110,a support engineer reports Zscaler disconnecting every few minutes,Network,Update the client software and rotate the connection profile for Zscaler
INC-200111,a remote office user reports the wireless controller disconnecting every few minutes,Network,Update the client software and rotate the connection profile for the wireless controller
INC-200112,a branch office employee reports the wireless controller disconnecting every few minutes,Network,Update the client software and rotate the connection profile for the wireless controller
INC-200113,an analyst reports the wireless controller disconnecting every few minutes,Network,Update the client software and rotate the connection profile for the wireless controller
INC-200114,a new employee reports the wireless controller disconnecting every few minutes,Network,Update the client software and rotate the connection profile for the wireless controller
INC-200115,a warehouse worker reports the wireless controller disconnecting every few minutes,Network,Update the client software and rotate the connection profile for the wireless controller
INC-200116,an executive reports the wireless controller disconnecting every few minutes,Network,Update the client software and rotate the connection profile for the wireless controller
INC-200117,a night-shift operator reports the wireless controller disconnecting every few minutes,Network,Update the client software and rotate the connection profile for the wireless controller
INC-200118,a field technician reports the wireless controller disconnecting every few minutes,Network,Update the client software and rotate the connection profile for the wireless controller
INC-200119,a contractor reports the wireless controller disconnecting every few minutes,Network,Update the client software and rotate the connection profile for the wireless controller
INC-200120,a support engineer reports the wireless controller disconnecting every few minutes,Network,Update the client software and rotate the connection profile for the wireless controller
INC-200121,a remote office user reports the site-to-site tunnel disconnecting every few minutes,Network,Update the client software and rotate the connection profile for the site-to-site tunnel
INC-200122,a branch office employee reports the site-to-site tunnel disconnecting every few minutes,Network,Update the client software and rotate the connection profile for the site-to-site tunnel
INC-200123,an analyst reports the site-to-site tunnel disconnecting every few minutes,Network,Update the client software and rotate the connection profile for the site-to-site tunnel
INC-200124,a new employee reports the site-to-site tunnel disconnecting every few minutes,Network,Update the client software and rotate the connection profile for the site-to-site tunnel
INC-200125,a warehouse worker reports the site-to-site tunnel disconnecting every few minutes,Network,Update the client software and rotate the connection profile for the site-to-site tunnel
INC-200126,an executive reports the site-to-site tunnel disconnecting every few minutes,Network,Update the client software and rotate the connection profile for the site-to-site tunnel
INC-200127,a night-shift operator reports the site-to-site tunnel disconnecting every few minutes,Network,Update the client software and rotate the connection profile for the site-to-site tunnel
INC-200128,a field technician reports the site-to-site tunnel disconnecting every few minutes,Network,Update the client software and rotate the connection profile for the site-to-site tunnel
INC-200129,a contractor reports the site-to-site tunnel disconnecting every few minutes,Network,Update the client software and rotate the connection profile for the site-to-site tunnel
INC-200130,a support engineer reports the site-to-site tunnel disconnecting every few minutes,Network,Update the client software and rotate the connection profile for the site-to-site tunnel
INC-200131,a remote office user reports the network switch stack disconnecting every few minutes,Network,Update the client software and rotate the connection profile for the network switch stack
INC-200132,a branch office employee reports the network switch stack disconnecting every few minutes,Network,Update the client software and rotate the connection profile for the network switch stack
INC-200133,an analyst reports the network switch stack disconnecting every few minutes,Network,Update the client software and rotate the connection profile for the network switch stack
INC-200134,a new employee reports the network switch stack disconnecting every few minutes,Network,Update the client software and rotate the connection profile for the network switch stack
INC-200135,a warehouse worker reports the network switch stack disconnecting every few minutes,Network,Update the client software and rotate the connection profile for the network switch stack
INC-200136,an executive reports the network switch stack disconnecting every few minutes,Network,Update the client software and rotate the connection profile for the network switch stack
INC-200137,a night-shift operator reports the network switch stack disconnecting every few minutes,Network,Update the client software and rotate the connection profile for the network switch stack
INC-200138,a field technician reports the network switch stack disconnecting every few minutes,Network,Update the client software and rotate the connection profile for the network switch stack
INC-200139,a contractor reports the network switch stack disconnecting every few minutes,Network,Update the client software and rotate the connection profile for the network switch stack
INC-200140,a support engineer reports the network switch stack disconnecting every few minutes,Network,Update the client software and rotate the connection profile for the network switch stack
INC-200141,a remote office user experiences packet loss when using Cisco AnyConnect,Network,Validate the routing path and fail over the impacted segment for Cisco AnyConnect
INC-200142,a branch office employee experiences packet loss when using Cisco AnyConnect,Network,Validate the routing path and fail over the impacted segment for Cisco AnyConnect
INC-200143,an analyst experiences packet loss when using Cisco AnyConnect,Network,Validate the routing path and fail over the impacted segment for Cisco AnyConnect
INC-200144,a new employee experiences packet loss when using Cisco AnyConnect,Network,Validate the routing path and fail over the impacted segment for Cisco AnyConnect
INC-200145,a warehouse worker experiences packet loss when using Cisco AnyConnect,Network,Validate the routing path and fail over the impacted segment for Cisco AnyConnect
INC-200146,an executive experiences packet loss when using Cisco AnyConnect,Network,Validate the routing path and fail over the impacted segment for Cisco AnyConnect
INC-200147,a night-shift operator experiences packet loss when using Cisco AnyConnect,Network,Validate the routing path and fail over the impacted segment for Cisco AnyConnect
INC-200148,a field technician experiences packet loss when using Cisco AnyConnect,Network,Validate the routing path and fail over the impacted segment for Cisco AnyConnect
INC-200149,a contractor experiences packet loss when using Cisco AnyConnect,Network,Validate the routing path and fail over the impacted segment for Cisco AnyConnect
INC-200150,a support engineer experiences packet loss when using Cisco AnyConnect,Network,Validate the routing path and fail over the impacted segment for Cisco AnyConnect
INC-200151,a remote office user experiences packet loss when using Palo Alto GlobalProtect,Network,Validate the routing path and fail over the impacted segment for Palo Alto GlobalProtect
INC-200152,a branch office employee experiences packet loss when using Palo Alto GlobalProtect,Network,Validate the routing path and fail over the impacted segment for Palo Alto GlobalProtect
INC-200153,an analyst experiences packet loss when using Palo Alto GlobalProtect,Network,Validate the routing path and fail over the impacted segment for Palo Alto GlobalProtect
INC-200154,a new employee experiences packet loss when using Palo Alto GlobalProtect,Network,Validate the routing path and fail over the impacted segment for Palo Alto GlobalProtect
INC-200155,a warehouse worker experiences packet loss when using Palo Alto GlobalProtect,Network,Validate the routing path and fail over the impacted segment for Palo Alto GlobalProtect
INC-200156,an executive experiences packet loss when using Palo Alto GlobalProtect,Network,Validate the routing path and fail over the impacted segment for Palo Alto GlobalProtect
INC-200157,a night-shift operator experiences packet loss when using Palo Alto GlobalProtect,Network,Validate the routing path and fail over the impacted segment for Palo Alto GlobalProtect
INC-200158,a field technician experiences packet loss when using Palo Alto GlobalProtect,Network,Validate the routing path and fail over the impacted segment for Palo Alto GlobalProtect
INC-200159,a contractor experiences packet loss when using Palo Alto GlobalProtect,Network,Validate the routing path and fail over the impacted segment for Palo Alto GlobalProtect
INC-200160,a support engineer experiences packet loss when using Palo Alto GlobalProtect,Network,Validate the routing path and fail over the impacted segment for Palo Alto GlobalProtect
INC-200161,a remote office user experiences packet loss when using the SD-WAN link,Network,Validate the routing path and fail over the impacted segment for the SD-WAN link
INC-200162,a branch office employee experiences packet loss when using the SD-WAN link,Network,Validate the routing path and fail over the impacted segment for the SD-WAN link
INC-200163,an analyst experiences packet loss when using the SD-WAN link,Network,Validate the routing path and fail over the impacted segment for the SD-WAN link
INC-200164,a new employee experiences packet loss when using the SD-WAN link,Network,Validate the routing path and fail over the impacted segment for the SD-WAN link
INC-200165,a warehouse worker experiences packet loss when using the SD-WAN link,Network,Validate the routing path and fail over the impacted segment for the SD-WAN link
INC-200166,an executive experiences packet loss when using the SD-WAN link,Network,Validate the routing path and fail over the impacted segment for the SD-WAN link
INC-200167,a night-shift operator experiences packet loss when using the SD-WAN link,Network,Validate the routing path and fail over the impacted segment for the SD-WAN link
INC-200168,a field technician experiences packet loss when using the SD-WAN link,Network,Validate the routing path and fail over the impacted segment for the SD-WAN link
INC-200169,a contractor experiences packet loss when using the SD-WAN link,Network,Validate the routing path and fail over the impacted segment for the SD-WAN link
INC-200170,a support engineer experiences packet loss when using the SD-WAN link,Network,Validate the routing path and fail over the impacted segment for the SD-WAN link
INC-200171,a remote office user experiences packet loss when using the office WiFi,Network,Validate the routing path and fail over the impacted segment for the office WiFi
INC-200172,a branch office employee experiences packet loss when using the office WiFi,Network,Validate the routing path and fail over the impacted segment for the office WiFi
INC-200173,an analyst experiences packet loss when using the office WiFi,Network,Validate the routing path and fail over the impacted segment for the office WiFi
INC-200174,a new employee experiences packet loss when using the office WiFi,Network,Validate the routing path and fail over the impacted segment for the office WiFi
INC-200175,a warehouse worker experiences packet loss when using the office WiFi,Network,Validate the routing path and fail over the impacted segment for the office WiFi
INC-200176,an executive experiences packet loss when using the office WiFi,Network,Validate the routing path and fail over the impacted segment for the office WiFi
INC-200177,a night-shift operator experiences packet loss when using the office WiFi,Network,Validate the routing path and fail over the impacted segment for the office WiFi
INC-200178,a field technician experiences packet loss when using the office WiFi,Network,Validate the routing path and fail over the impacted segment for the office WiFi
INC-200179,a contractor experiences packet loss when using the office WiFi,Network,Validate the routing path and fail over the impacted segment for the office WiFi
INC-200180,a support engineer experiences packet loss when using the office WiFi,Network,Validate the routing path and fail over the impacted segment for the office WiFi
INC-200181,a remote office user experiences packet loss when using the branch office firewall,Network,Validate the routing path and fail over the impacted segment for the branch office firewall
INC-200182,a branch office employee experiences packet loss when using the branch office firewall,Network,Validate the routing path and fail over the impacted segment for the branch office firewall
INC-200183,an analyst experiences packet loss when using the branch office firewall,Network,Validate the routing path and fail over the impacted segment for the branch office firewall
INC-200184,a new employee experiences packet loss when using the branch office firewall,Network,Validate the routing path and fail over the impacted segment for the branch office firewall
INC-200185,a warehouse worker experiences packet loss when using the branch office firewall,Network,Validate the routing path and fail over the impacted segment for the branch office firewall
INC-200186,an executive experiences packet loss when using the branch office firewall,Network,Validate the routing path and fail over the impacted segment for the branch office firewall
INC-200187,a night-shift operator experiences packet loss when using the branch office firewall,Network,Validate the routing path and fail over the impacted segment for the branch office firewall
INC-200188,a field technician experiences packet loss when using the branch office firewall,Network,Validate the routing path and fail over the impacted segment for the branch office firewall
INC-200189,a contractor experiences packet loss when using the branch office firewall,Network,Validate the routing path and fail over the impacted segment for the branch office firewall
INC-200190,a support engineer experiences packet loss when using the branch office firewall,Network,Validate the routing path and fail over the impacted segment for the branch office firewall
INC-200191,a remote office user experiences packet loss when using the VPN gateway,Network,Validate the routing path and fail over the impacted segment for the VPN gateway
INC-200192,a branch office employee experiences packet loss when using the VPN gateway,Network,Validate the routing path and fail over the impacted segment for the VPN gateway
INC-200193,an analyst experiences packet loss when using the VPN gateway,Network,Validate the routing path and fail over the impacted segment for the VPN gateway
INC-200194,a new employee experiences packet loss when using the VPN gateway,Network,Validate the routing path and fail over the impacted segment for the VPN gateway
INC-200195,a warehouse worker experiences packet loss when using the VPN gateway,Network,Validate the routing path and fail over the impacted segment for the VPN gateway
INC-200196,an executive experiences packet loss when using the VPN gateway,Network,Validate the routing path and fail over the impacted segment for the VPN gateway
